,Tweet,label,vader_compound_score,Updated Label
1798,NSW Health &amp; the Aust Physiotherapy Assn (APA) partnered to provide training for hospital physiotherapists working to combat COVID-19; &gt;350 NSW Health physiotherapists with previous experience in intensive care...undertook virtual training on the w/end  https://t.co/zhtMTwIeu5,p,-0.34,n
1799,"@br_glen @Tallulahs_Ghost I did a virtual exam today and he sent me immediately for a COVID-19 swab. I have atypical symptoms but because of my high fever, aches, chills and being a health care worker he's concerned.",n,0.4215,p
1800,"I had a virtual exam with my PCP today. Will has been taking care of the children while I've been battling a sudden high fever, body aches and chills. My PCP sent me for a COVID-19 test. I won't know until Wednesday at the earliest if it's COVID-19 or not. 1/3  https://t.co/emKT5oF1Yh",n,0.0258,u
1801,@BrantInman @DukeGUCancer @AmCollSurgeons @CMSGov Similar to ours at UCLA.  Moving target dependent on COVID incidence at given institution.  Consults by telemedicine for all but biopsies postponed.,u,-0.296,u
1802,@ChMSarwar Due to sudden advent of Covid 19 provide health care facilities for pre-screening or testing through Telehealth/telemedicine practices . This initiative is offered by  cit DHS and support by(ICSP) and Stella  https://t.co/4jC2kArTp6 Shahhassan@cit.com.pk   https://t.co/50MDSJnSt0,u,0.7096,p
1803,@fnoluga @BaloziYatani @nhifkenya digital health (particularly telemedicine) based health care services are bound to rapidly increase given the trajectory of the the curve. What plans do you have to pay for those services? @MOH_Kenya @KenyaMedics_KMA @AKI_Kenya,n,0.6249,p
1804,MNA becomes part of telemedicine centre | Lahore |  https://t.co/IhYvLBB41b | Karachi  https://t.co/ke2mAJCVgn,u,0,u
1805,How telemedicine is being used on the frontlines of the coronavirus crisis. #DigitalHealth ICYMI  https://t.co/CcznsDVBPN,u,-0.6249,u
1806,A primer for those new to the world of telemedicine  https://t.co/BKxkqFr2hL #Conditions #COVID19coronavirus via @kevinmd,u,0,u
1807,#Conditions #COVID19coronavirus #InfectiousDisease A primer for those new to the world of telemedicine  https://t.co/aAmNJrv0LX  https://t.co/YE1l9qbE1C,n,0,u
1808,MNA becomes part of telemedicine centre  https://t.co/ke2mAJCVgn get medical advice on line,u,0,u
1809,"@OluseyiSonaiya @johnolilly ""Absence of evidence does not mean evidence of absence"".  Sure; I am open to the idea. Maybe products like preventative telemedicine, low cost healthy food, and special highways for autonomous Electric Vehicle trucking, are going to open the door for the utopia you describe.",p,0.7964,p
1810,First multi-institutional #Telemedicine Student Collaborative meeting in the books! So impressed by all of these self-driven student leaders who are spear-heading timely initiatives during #COVID19 #InThisTogether #medstudenttwitter #medtwitter   BTW - we all met on @Twitter ! 🤓  https://t.co/35j2TWQSEu,p,0.6094,p
1811,@HelenBranswell They can help create protocols and/or triage (e.g. initial telemedicine assessments pre-physician consultation) without being licensed. Lots of work without patient contact where their expertise would be extremely valuable!,n,0.8169,p
1812,Telemedicine for pets. 🤨,p,0,u
1813,Telemedicine Visits -  https://t.co/lfqD55FWAS,u,0,u
1814,"@LoreByNightVTM @erikaishii First off thank you @LoreByNightVTM  for including me in this. And @erikaishii  for taking the time to ask this question.  I think for me the most important is to continue to social distance and stay at home. As well as be open to other forms of services, like Telemedicine.",p,0.8016,p
1815,"@LouLou415 Glenda, we all learn2 compartmentalize; look at the silver lining/kvetching helps... avoiding topic helped some but couldn't be avoided 4ever. I've stayed upstairs--we've a spare room turned into my office as i'm doing 'telemedicine' for now. It has a bed, adjoining bathroom.",u,0.2153,u
1816,A primer for those new to the world of telemedicine  https://t.co/WEoxTT9ay4  https://t.co/2ATwxaSPzk,u,0,u
1817,"Boulder County patients, doctors report positive telemedicine experiences during coronavirus outbreak  https://t.co/sWElSBGyjP  https://t.co/lY8LcHLIC1",p,0.5574,p
1818,"Boulder County patients, doctors report positive telemedicine experiences during coronavirus outbreak  https://t.co/GX3cKtzf7b  https://t.co/hELbpEJnad",p,0.5574,p
1819,"Do you know anyone that needs #telemedicine services but doesn't have a cellphone? Assurance Wireless provides eligible consumers with free monthly data, unlimited texting, free monthly minutes PLUS a free Smartphone.  https://t.co/Yreg8VdDnD",u,0.9152,p
1820,"@WhiteHouse @realDonaldTrump Dear President...as chronic pain,patient, why pain mgt doctor saying I have come in office for my medications of morphine, which been going to office monthly 8 years, why can’t do it by telemedicine...I’m 62!",n,-0.2481,n
1821,"@lpolovets (It sucks for your family, and they may have more luck if keep trying + telemedicine, e.g., if they just want something prescribed. Your family is experiencing part of why this isn't just about at-risk groups changing behaviors &amp; expectations, but  everyone.)",n,0.1397,u
1822,"Well, at least telemedicine has finally been normalized. This should eliminate most in-person visits under typical circumstances too.",n,0.2732,p
1823,"@drdrew isnt it irresponsible for medical drs to be pil8ng on the panic? One I keep seeing is in full fallout gear, yet he does telemedicine. Another is a surgeon, laying out her death senario while she is healthy. How do they get held responsible for this stuff?",n,-0.2856,n
1824,"@adallos @JoyceWhiteVance #physicianassistants ! They are trained in general medicine and many are relocating in order to fill medical provider needs in ICU’s, ER’s, Urgent Cares, Telemedicine, etc.  They are literal superheroes!",p,0.658,p
1825,@SDDNP Marriage can be complicated and the current environment only adds to it.  Take care of yourself.  I have several friends doing telemedicine now and they really like it.  You’re helping a lot of people.,n,0.8832,p
1826,"142. 3/15/2020-Vala Afshar- ""2020 will be the year that forever changed the trajectory of online education, telemedicine, and remote work. Drone delivery, digital payments, e-commerce and 3D additive manufacturing will massively grow."" -API🌅",n,0,u
1827,"@balajis If someone didn’t have an issue with going for an in-person visit to begin with, how is telemedicine beneficial for them in typical circumstances?",u,0.4404,u
1828,NEW 'Telemedicine: Virtual Connection in an Age of Social Distancing'. Dr. @MichaelDFratkin makes the case for telemedicine and provides tips for the best possible interaction during the COVID-19 pandemic. &gt;&gt;  https://t.co/3xKPAaeGyr #covid19 #hpm #hapc #pallicovid #pedpccovid  https://t.co/12ThjvWR2f,p,0.6369,p
1829,@MarkLevineNYC we hear you &amp; have been advocating for #Telemedicine Please join us for our weekly chat #TelemedNow @arwmd @AmiBhattMD @jameyedwards @HelenBurstin @JulieReisetter,u,0.5423,p
1830,@MarkLevineNYC $CHEK SOLVES COLONOSCOPY VIA TELEMEDICINE.,u,0.4278,u
1831,Just did my first telemedicine with video capability as opposed to just telephone follow-up. Actually makes me wonder if people will want to ask for this more when social isolation is done.,u,-0.3947,n
1832,"2/2 If an insurer is going to waive a copay, that would mean that they would pay the entire amount to the provider, and the patient would owe nothing. I'll believe it when I see it. I'm currently waiving copays for all telemedicine visits. Docs will take the hit, not insurers.",n,-0.1027,n
1833,"Check out this story I did on #telemedicine I did a couple of years ago. Seem relevant, as some doctors are temporarily moving to this format during #COVID19.  https://t.co/qHGJkWxsDN",p,0,u
1834,"Midwest Orthopaedics at Rush shifts to telemedicine, postpones non-urgent surgery — key insights from Dr. Brian Cole -  https://t.co/JhfQCD32Qi.  #fitfam #fitness #fitnesstips",p,-0.2732,n
1835,"What #Medicare leads, private payers tend to follow. Perhaps we will see widespread adoption of #telehealth sooner than anticipated.  @ReportingHealth @USC #telemedicine #virtualcare #coronavirus #healthIT #hitsm #hcsm #covid19   https://t.co/i4nc9R5L8A",u,0,u
1836,"The Internet vs. the Virus. ICUs leveraging telemedicine, putting the best, most experienced COVID docs and nurses in the room, shift-sharing, via @mims  https://t.co/mu17bddO8u",p,0.6369,p
1837,"7. Ramped up production of supplies to care for patients - This includes and is not limited to medications, IV pumps, mechanical ventilators, Bipap machines, dialysis machines 8. Continued roll out of telemedicine so HCW can protect themselves  9. Continued R&amp;D of therapeutics",p,0.7737,p
1838,"I took a bit of a sports break on this story, about the popularity of telemedicine during the pandemic. Great catching with #cubuffs team doctor Eric McCarty on this story",p,0.802,p
1839,#telehealth #Telemedicine #SocialDistancing #coronavirus #COVID19 Trump extends social distancing guidelines until April 30 - Business Insider  https://t.co/X10MvZorXM,p,0.128,p
1840,Telemedicine: What’s Old Is New Again.  https://t.co/Khy0bU0WTi  https://t.co/e7guW0nCQz,u,0,u
1841,#telemedicine is the future of healthcare and has contributed to increased #healthcommunication initiatives,p,0.2732,p
1842,@MomAgam @mkblack1961 @peacerz1 @ColinZhou17 @eugenegu @realDonaldTrump That’s so heroic of you to pay for that fancy Russian satellite so we can sit in your yard &amp; get our telemedicine appointments taken care of.  PS Which network do I connect to?  Clinton Email Server WE NEED TO BUILD A fireWALL Omarosa’s iPhone Al Gore’s Internets VIRUS CONTAINED  https://t.co/kIQBc7MUZC,u,0.8134,p
1843,"Telemedicine innovation, use growing during pressure of COVID-19 spread.  https://t.co/1oHnBxvpcE",n,0.2732,u
1844,Mental Health therapy should be offered by telemedicine as a Government-subsidized service throughout the quarantine period.,p,0,u
1845,A primer for those new to the world of telemedicine  https://t.co/HuOCSVIQyy via @kevinmd Telemedicine is the future,u,0,u
1846,@lindy2350 Insurance reimburses physicians much less for telemedicine. So if that were to change... you’d likely see more,u,0,u
1847,Meet some of our amazing team whom you may speak with on phone or video.  https://t.co/s5b9t7mO6O  #wellocommunity #virtualhealthcare #telemedicine #employeebenefits #hr  https://t.co/I6bLWOYJXZ,u,0.5859,p
1848,"@KatyMontgomerie There is an AMAZING group called Q Med located in Decatur.  They provide hormone therapy to trans/non-binary ppl both in person and through telemedicine.  Literally the most supportive and affirming providers I’ve ever encountered, with tons of connections for therapy, etc.  https://t.co/NQQxCqwTwL",p,0.7921,p
1849,"If you have an appointment on Tuesday, we will be reaching out to you to switch it to a telemedicine visit. Here is how to get ready by uploading your diabetes devices.  https://t.co/ozHHZuc2yD  https://t.co/mHqgUSxA9s",p,0.5106,p
1850,"Just volunteered to support the NYC mental health community as a Psychologist. See website in letter to register, if you're a licensed health professional &amp; would like to volunteer, including via telemedicine/telehealth platform. Dr. G #covid19volunteer  #nycpsychologist  https://t.co/bD8WS94EUw",p,0.6369,p
1851,"As you navigate this new world of increased #RemoteWorking, home-schooling, and telemedicine, learn #cybersecurity best practices in this 20 minute step-by-step webinar to improve your security for remote users with Cisco Umbrella  https://t.co/yB4xH2BcB4",u,0.891,p
1852,This too after my mom just telling me how relieved she was that her clinic was moving her and a bunch of other high risk nurses to doing telemedicine.  https://t.co/n8iLlZ6kqX,n,0.128,u
1853,"We’ve got you covered! We accept Medicaid and Medicare for all of our Telemedicine services. To learn more, visit  https://t.co/oLxB2e7jfE or give us a call at (440) 578-8200.  https://t.co/CZXzLve6lA",u,0.4389,p
1854,"Effective immediately Serene Health has decided to cancel in-office visits.  Our concern is your safety, so we are providing 100% virtual visits. Check social media accounts, your emails, and portal for updates.  #SereneHealth #DrSkeete #COVID19 #telemedicine #safety #prevention  https://t.co/wlFBnMVr9R",u,0.7845,p
1855,#telehealth #Telemedicine #SocialDistancing #coronavirus #COVID19 #Trump extends social distancing guidelines until April 30  EVERYBODY PLEASE EXERCISE GOOD JUDGEMENT  #StayHome and PRACTICE GOOD #SocialDistancing 😷  THIS IS A REAL CRISIS BUT WE SHALL OVERCOME IT🙏🏾  https://t.co/zIDPSPlDgQ,n,0.4557,p
1856,"Telemedicine-aided therapy helps parents of children with developmental disorders, including autism - WTVY, Dothan - +GENERAL PHYSICS LABORATORY (GPL)  Telemedicine-aided therapy helps parents of children with developmental disorders, ...   https://t.co/j9NwT7dByV",p,0.6369,p
1857,Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak  https://t.co/LZRxGvSHza #Covid_19 #coronavirus #America #StayAtHomeAndStaySafe #heathcare #telemedicine  via @evankirstel,u,0,u
1858,I am seriously going to need telemedicine after this presser with DT. Jesus Christ this man is a raging lunatic and needs to be put into a straight jacket. He is melting down right before our eyes. #DonaldTrump #TrumpPressConf,n,-0.7506,n
1859,Dragon Medical One &amp; Telemedicine  A benefit of telemedicine is that healthcare providers are able to see more patients in a day. This is precisely why Dragon Medical One fits the bill so perfectly...  #covid19Canada #dragonmedical #dragonmedicalone   https://t.co/e0s9m2ArJe,p,0.4588,p
1860,Tricare/DHA: Bring back telemedicine for ABA providers for Tricare Beneficiaries - Sign the Petition!  https://t.co/SS2PvC3Rv7 via @Change,u,0.4753,p
1861,"Telemedicine is taking off in the age of the #Covid-19 pandemic as health care systems are stretched thin.  Over the last decade, venture capitalists have funded more than $4 billion in U.S. telemedicine deals #coronavirus   https://t.co/MC9TiRZKeS",u,0.4939,p
1862,@bunnyladame I freakin ADORE telemedicine,u,0.6523,p
1863,@alikhan28 @alikhan28 @choo_ek @boback do you happen to know if interstate rules on #telemedicine were suspended in the @CMSGov and @HHSGov emergency rules? Could we be providing #telecriticalcare and helping manage #COVID19 patients from afar to alleviate workload stresses?,u,-0.782,n
1864,https://t.co/SsY5tozTe3 for those who tested positive for #COVID and are looking for a telemedicine option while quarantining at home. Hope it delivers relief to someone nervous or scared during a troubling season 🖤,n,0.2732,p
1865,"#COVIDS, #pandemic, #telemedicine HAVING YOUR FIRST TELEMEDICINE VISIT?  Have your med list handy. Take your temperature and BP if you are able. Face into the light, don't have it behind you! Grand kids can help set it up if you can't.  Cant wait to see and talk to you!  https://t.co/gsOVJv2UQL",p,0.7418,p
1866,"Depending on the current situation, all those who wish to seek guidance and advice from Doctors can get free consultation from specialist Doctors in various fields from 11 am to 2 pm in the ‘Telemedicine Service’ of the ANP sub-organization, Malgari-Docteran. #StayHomeSaveLives  https://t.co/hUp0DYXMwi",p,0.7184,p
1867,This is an important point. Our senior patients deserve the virtual care they're most comfortable with! #COVID19 #Telemedicine,p,0.8353,p
1868,"Do you have a dermatological condition that needs attention? We are seeing existing patients, virtually, via #telemedicine appointments. ☎️ 240-482-2555 or email us at info@chevychasecosmeticcenter.com for assistance  #stopthespread #covid19 #virtualappointments #dermatology  https://t.co/qhY4FgMpx3",u,0,u
1869,"@narendramodi How difficult to make ,CORONA MEDICAL CONTROL CENTER""for sick, telemclinic connected,if physicians outside India wish to participate remotely,👍 politician😜if save 1Indian,@ least better than AAP'📺 telecast,""Adhjal ghaghri analyst""CONGRESS+LEFT🏃TELEMEDICINE OPD.",n,-0.3195,n
1870,"In March, the feds broadened its coverage of #telemedicine services through Medicare, giving many more people access to a doctor over the web. But, 30 percent of households don't even have a slow broadband connection:  https://t.co/urxS1fA2zj #COVID19 #telehealth #healthequity",n,0.34,p
1871,"Telemedicine (also referred to as ""telehealth"" or ""e-health"") allows health care professionals to evaluate, diagnose and treat patients in remote locations using telecommunications technology.  Call us to set your Telemedicine appointment: 662-510-5353  https://t.co/59NapSZfQT",u,0.7096,p
1872,@balajis The people who spent the last decade building out telemedicine have done an enormous service. Will help save us in this crisis.,p,0.0065,p
1873,"On the frontlines of the coronavirus, crisis providers are tapping into digital mechanisms to communicate with patients and track the spread of the disease.  Call us to set your Telemedicine appointment: 662-510-5353  https://t.co/ZoaQD767Jl",p,-0.6249,n
1874,"@UBAGroup Hello,the free telemedicine call center.I would love to work with your group.I am guessing it's like the NCDC call room but some persons have reached out &amp;weren't adequately attended to .It would be really good if the telemedicine center corrects that error.I anticipate ur +ve",u,0.8857,p
1875,"#Australia launches #Telemedicine for ""essential primary health services"" during #COVID19 outbreak  https://t.co/82EBpX9HRI #eHealth #telehealth #technology #HealthTech  https://t.co/JWCh0LlVAw",u,0,u
1876,"Side effect of the crisis is that many bright people, who see their world shaken medically, financially and socially will be forced to act and push the boundaries of remote work, telemedicine, ecommerce, homeschooling, social tech. Often we need to live in the future to create.",n,-0.5267,n
1877,Telemedicine involves the use of electronic communications and software to provide clinical services to patients without an in-person visit.  facebook :  https://t.co/CIWju1TK2g  Facetime available Call us to set your Telemedicine appointment: 662-510-5353  https://t.co/kYOHtsP62I,u,0,u
1878,"@eugenegu @realDonaldTrump why only CA, TX and FL? the latest telemedicine rules allow virtual visits across state lines everywhere. How about New York City?",u,0.6697,p
1879,Telemedicine refers to the practice of caring for patients remotely when the provider and patient are not physically present with each other.   call us to set your Telemedicine appointment: 662-510-5353  https://t.co/gVZZUpNua9,u,0.4939,p
1880,@MarkLevineNYC @balajis telemedicine should not be replacing in-person care for the many sick and alone in nyc with covid-19,n,-0.2732,n
1881,"@AmerMedicalAssn Especially in Italy where everything is due gratis to all, today we stand too back on the TeleHealth or TeleMedicine😨 Hope in Tech-Scientists and Grateful send my blessings🙏❤️🙏",p,0.7269,p
1882,"Telemedicine The digital transmission of medical imaging,  remote medical diagnosis and evaluations, and video  consultations with specialists facebook :  https://t.co/CIWju1TK2g  Facetime available  Call us to set your Telemedicine appointment: 662-510-5353  https://t.co/lMrvnfo2Bf",u,0,u
1883,"@drharshvardhan. Need to make """"CRITICAL CARE COMMAND CENTER""LIVE, if could put data of very sick, if physician of India living abroad, wish to help via telemedicine planning+educate+execute to save some very critical patient with little of knowledge+experience (ASHWAMEGH YAGYA)",n,0.7466,p
1884,Telemedicine: A mobile app that lets physicians treat their patients remotely via video-chat.   Call us to set your Telemedicine appointment: 662-510-5353  https://t.co/fzsU5dt6ZC,n,0.4019,p
1885,"This will require more than just a ""bailout."" It's time to change the way we pay for &amp; deliver healthcare, prioritizing care &amp; equity. In the past 2 weeks alone we've seen these shifts with telemedicine, expanded licensure, &amp; increased access to all levels of care. 5/7",n,0.7269,p
1886,"""Dr. Osborn is amazing. I genuinely feel that he cares about helping my family when we need urgent medical care. I've never been disappointed with GuruMD, and I've used them many times!!"" -April L  https://t.co/sqgUV6PjFX . #telemedicine #onlinedoctor #onlineprescription  https://t.co/rehnv4aIjX",p,0.9445,p
1887,@Popehat @gtconway3d Just say it's telemedicine.,u,0,u
1888,"Due to the recent global crisis and the importance of social distancing, Desoto Family Care Clinic offers Telemedicine.  facebook :  https://t.co/CIWju1TK2g facebook :  https://t.co/oBUTE3sSdE Facetime available  Call us to set your Telemedicine appointment: 662-510-5353  https://t.co/N1OUjjwxoD",u,0.1531,u
1889,COVID-19 will change how we do medicine. Digital pathology and telemedicine are the winners.,p,0.4767,p
1890,@MeaggsEcute Tell your insurance to charge $50 for telemedicine pls.,u,0.0772,u
1891,@arwmd @JulieReisetter @nytimes @AmiBhattMD @iamritu @jameyedwards @HelenBurstin @nickisnpdx The loneliness epidemic vs. the #COVID19 pandemic.    So much to grapple with.   #telemedicine #publichealth #coronavirus,u,-0.4215,n
1892,"@clark_stefani @MarkLevineNYC I wonder if a telemedicine visit would be able to help you, esp if you have a blood pressure cuff at home to take readings with.  https://t.co/XyQZCXYzDE",p,0.128,p
1893,"#MedEd #ProudtobeGIM #primarycare friends doing #telemedicine &amp; #virtualvisits during #SocialDistancing, check out this great graphic! Be safe!  https://t.co/e5E1VJzkoJ",u,0.9092,p
1894,@FaithKMoore A lot more telemedicine,u,0,u
1895,"@EDGAurora Please check with your healthcare provider to let them know you live in RI, which is under quarantine orders for out of state travel, and determine if the appointment is required to be in person or if it can be accomplished remotely through telemedicine.",p,0.6369,p
1896,"Health systems all over the world are using chatbots, drive-through clinics and telemedicine to address the needs of COVID-19 patients. @HealthITNews  #coronavirus #covid19  https://t.co/j4DrAfTz65",p,0,u
1897,@BobDohertyACP @csdaisysmith @ACPinternists @aafp @MGMA @AmCollSurgeons @AmerMedicalAssn We need to change Medicare telemedicine visits to full pay parity with in-office visits. CMS pays 70% for telemedicine visits vs in-office visits b/c it’s paying facility rate. Practices that have changed to telemedicine to protect Medicare pts can’t survive on 1/3 less pay.,u,0.2023,u
1898,"Quick Tips to Connect via #Telemedicine: 1) Wave, virtual high-five, or fist bump 2) Introduce yourself 3) Verbalize virtual exam 4) Summarize 5) look at camera when speaking  https://t.co/Gum1pXkWQ4",u,0,u
1899,It took a pandemic to realize the value of telemedicine  https://t.co/ohlebKp6Fj via @kevinmd,n,0.34,p
1900,UPMC Magee is ramping up its #telemedicine services to keep pregnant patients connected during #COVID19.   Watch more in this @WTAE story told by @MichelleWTAE.  https://t.co/zh0uurraoz,u,0,u
1901,$LSH  should be one of the big runners next few days  Broken out from LT resistance on record volume  Outstanding speedie response  Govt putting $600M into Telehealth  7c should get taken out on open  then that 9c level comes into play  Only $5M MC  could easily double from here  https://t.co/EaauJ6FVPl,p,0.6908,p
1902,"Listen, we need to all just stay home or shelter in place. If you’re company is blessed enough to telework or Telehealth, please do so. If not limit hours and limit interactions outside of…  https://t.co/zmXQjgAaGW",p,0.7351,p
1903,@MySpectrumCC offering #telehealth #teletherapy #onlinecounseling #Covid_19 #Isolation #anxiety #depression #support #supportsmallbusiness #supportlocal #RVA #virginia  https://t.co/XpJXak4Nu1  https://t.co/ZmYbfUQHoQ,u,0,u
1904,"@GallaherCaren Our insurer has a no co-pay, no con-insurance for Covid related care. Plus covering all telehealth.",n,-0.0516,n
1905,"We're supporting the urgent efforts to help the 2.5 million Australians not connected to the internet as the country turns to online education, remote work and telehealth during the #COVID19au crisis. #digitalinclusion #coronavirus   https://t.co/IryQtRdoBw",p,0.3182,p
1906,Only 4 more hours of this seminar . Learning so much about TeleHealth counseling,u,0,u
1907,If there is one “field of medicine” that can fully operate via telehealth it’s mental health professionals. Why she’s freaking tf out is beyond me.,n,-0.4215,n
1908,"Just volunteered to support the NYC mental health community as a Psychologist. See website in letter to register, if you're a licensed health professional &amp; would like to volunteer, including via telemedicine/telehealth platform. Dr. G #covid19volunteer  #nycpsychologist  https://t.co/bD8WS94EUw",u,0.6369,p
1909,Good point by AMA president @tbbart1 on @abcnews. We'll need more than a phone for the most sophisticated #telehealth consultations. That's why I've called on @ScottMorrisonMP to fund a much needed upgrade of the #NBN...  https://t.co/QzPfuMsWNP #BetterBroadband @PaulFletcherMP,u,0.7778,p
1910,"@Elisabe23003199 Hi Elisabeth, we'd love to answer your questions about Telehealth, please send us a DM with your email address so we can take a look at your options. ~dm",u,0.7579,p
1911,"The crisis is rapidly accelerating. If you qualify to become a patient but have been waiting, telehealth is now available. Full list available at  https://t.co/LwWvXCwd5i #StayAtHomeAndStaySafe #macannabis #mammp  https://t.co/J7dtzNki9x",n,-0.3716,n
1912,"He also has therapist working telehealth for clinics that’s had to close their doors. Like mine. New York, New York is a hell of a town! @CitizenWonk @Carpediem4989 @PerZunilda   https://t.co/jgPtZnbIfV",u,-0.5255,n
1913,"Applaud @ausgov’s $1.1. billion investment in more telehealth, mental health &amp; family supports for those affected by the COVID-19 outbreak. Combating widespread social isolation via digital health rollout is a critical measure - both now &amp; in the future.  https://t.co/RZwx9y7c4u",u,-0.0258,u
1914,"@MikeCarlton01 You're right Mike, Morrison just tosses words in to sound as if he is doing something, electioneering as usual. Be good if Telehealth  was expanded to city dwellers. but a big big job.",u,0.2023,p
1915,There’s no need to leave your home to see your doctor. Learn more about our #VirtualVisits. #COVID19NYC #Telehealth #NewYorkCity #NYC @columbiamed   https://t.co/dsPNpgjVYF,u,-0.34,n
1916,Clarification Email Re: Telehealth Platform Update -  https://t.co/1OzkzEFLPO  https://t.co/Aw1YN0Fbgq,u,0,u
1917,We are waiving member cost sharing for telehealth visits with in-network providers through April 15. No need to worry about staying in touch with your medical professionals during the #COVID19 pandemic.  https://t.co/mqOYYNpHqf  https://t.co/XLtrx7oj5U,p,-0.3182,n
1918,"To our Bakersfield &amp; Kern County residents,⁠ We will be introducing our #telehealth services for all of your online counseling needs!⁠ ⁠888-585-7373⁠  https://t.co/3xkZnnhZUx",u,0,u
1919,"To our Simi Valley &amp; Ventura County residents,⁠ We will be introducing our #telehealth services for all of your online counseling needs!⁠ ⁠888-585-7373⁠  https://t.co/QKWOPPquwq",u,0,u
1920,"To our Bakersfield &amp; Kern County residents,⁠ We will be introducing our #telehealth services for all of your online counseling needs!⁠ ⁠888-585-7373⁠  https://t.co/DV8cD4JMqK",u,0,u
1921,"To our Santa Barbara &amp; San Luis Obispo residents,⁠ We will be introducing our #telehealth services for all of your online counseling needs!⁠ ⁠888-585-7373⁠  https://t.co/QVpf3pz4Ou",u,0,u
1922,@realDonaldTrump Hang in There Mr. President. The liberals are so viscous! Why can’t we all just get along right? Thank you for all you are doing and organizing. I am an NP with Palliative Care seeing folks in their homes and am grateful that you are allowing expanded telehealth which will help!,p,0.9339,p
1923,#telehealth #Telemedicine #SocialDistancing #coronavirus #COVID19 #Trump extends social distancing guidelines until April 30  EVERYBODY PLEASE EXERCISE GOOD JUDGEMENT  #StayHome and PRACTICE GOOD #SocialDistancing 😷  THIS IS A REAL CRISIS BUT WE SHALL OVERCOME IT🙏🏾  https://t.co/zIDPSPlDgQ,p,0.4557,p
1924,Appealing to medical journalists to join my campaign for #BetterBroadand. As the AMA president has observed doctors will need more than a phone for complex #telehealth consultations. @normanswan @_AndrewRochford,u,0.296,p
1925,"I think more than ever we have to help the older ppl we love cross the digital divide. I know older peeps don’t know how to navigate telehealth, paying bills online, apps, etc. We have to help them help themselves",p,0.9062,p
1926,"In today’s #COVID series doubleheader, we go from @StanfordHealth @TopNeuroDocs to #Taiwan with @JohnRatliffMD and @acidbummer, as we talk about the rise, benefits, and drawbacks of #telehealth, as well as how COVID has impacted population-dense Taiwan  https://t.co/HUpk6B1DYd  https://t.co/U9aQ4C5Oue",n,0.5719,p
1927,"@BrooksWalsh yes especially because he's in his 60s and practices internal medicine (outpatient, now telehealth with COVID)",u,0.4019,p
1928,Online Telehealth Consultations -  https://t.co/iirHPUKjiJ,u,0,u
1929,"In a COVID-19 hotspot, a physicians group deploys a free triage and telehealth tool  https://t.co/m1pdQCB0BB",u,0.5106,p
1930,"Very true. Every challenge presents an opportunity, and in this case we will hopefully see a wider rollout of telehealth, especially for rural and more remote patients. #auspol",p,0.8464,p
1931,"Example: for information about the expanded telehealth rules, we are referred to a vacuous press release. SloMo seems to conceive of this as a PR exercise. How about prioritizing **Useful Information Readily Accessible** like the states are doing?",p,0.3612,p
1932,I just published Telehealth Rising to the occasion!  https://t.co/mqkMTsY536,u,0,u
1933,"@tworsandtwols @CFromBothell @JoeVeyera Make sure to have providers office number nearby, or if telehealth is an option. Be safe and reach out to medical providers.",p,0.6808,p
1934,@elsbet Not sitting well. I charge low rates for my therapy sessions so it is affordable for ppl not a luxury. Now this shit. I found a grant from an international organization to offer free online therapy besides telehealth grants. Applying now.,n,-0.119,n
1935,"‘It is positive news that the Federal Government is listening to the RACGP’s calls at this critical time – telehealth is a key weapon in the fight against this pandemic,’ he said. #DigitalHealth #healthtech #Covid_19 #aiinhealthcare #PatientCare  https://t.co/VEGzN8P3PZ",p,-0.4263,n
1936,Patient Communication and Telehealth Greenspace  https://t.co/grHG1rqWhn #digitalhealth #insights,u,0,u
1937,"@fantasmavoid Here's a thought: Kaiser CA's telehealth call volume is 3x what is normally at this time of year, and they NEED nurses to answer those calls! Esp ones with experience who can calmly handle hysterical parents of babies with croup, etc. She can free up a nurse who isn't high risk.",n,0.7654,p
1938,"How has your medical team been using #telehealth in the wake of #COVID19?   Learn more about modmed Telehealth at  https://t.co/4foJirsaY4  *modmed Telehealth is a feature of Modernizing Medicine's #EHR software, EMA.",u,0,u
1939,Does anyone know a telehealth therapist accepting new patients at the moment lmao haha I should have gotten one earlier,u,0.8591,p
1940,Loving @GregHuntMP and the gov spending up on telehealth. It recalls a key direction promoted by Lawrence Springborg in his 'Better Health for Queensland' initiative 7 years ago.,u,0.8625,p
1941,@AUMentalHealth We're an available resource for patients to talk to a psychiatrist from their own homes via telehealth in just 1-2 weeks.,p,0,u
1942,"In March, the feds broadened its coverage of #telemedicine services through Medicare, giving many more people access to a doctor over the web. But, 30 percent of households don't even have a slow broadband connection:  https://t.co/urxS1fA2zj #COVID19 #telehealth #healthequity",u,0.34,u
1943,"Telemedicine (also referred to as ""telehealth"" or ""e-health"") allows health care professionals to evaluate, diagnose and treat patients in remote locations using telecommunications technology.  Call us to set your Telemedicine appointment: 662-510-5353  https://t.co/59NapSZfQT",u,0.7096,p
1944,"Alright, healthcare peeps! 🦸‍♀️🦸‍♂️  Are you ready for some CLARITY 🔍 during these uncertain times?? Do you want to help people with telehealth?? 💻 If so, join Dr. Reina and Dr. Sierra in this FREE behind-the-scenes…  https://t.co/bRzSDhr9cm",p,0.9561,p
